"id","BirthYear","DeathYear","DeathAge","Gender","Island","DeathYear.factor","Group","TimeElapsed"
4511534,1811,1833,22,"F","StMarys",1833,0,0
4511533,1801,1833,32,"F","StMarys",1833,0,0
4511531,1811,1833,22,"M","StMarys",1833,0,0
4511529,1809,1833,24,"M","StMarys",1833,0,0
4511528,1803,1832,29,"M","StMarys",1832,0,0
4511526,1783,1832,49,"M","StMarys",1832,0,0
4511525,1759,1832,73,"M","StMarys",1832,0,0
4511523,1757,1832,75,"M","StMarys",1832,0,0
4511522,1758,1832,74,"F","StMarys",1832,0,0
4511521,1824,1832,8,"M","StMarys",1832,0,0
4511520,1775,1832,57,"F","StMarys",1832,0,0
4511519,1758,1832,74,"F","StMarys",1832,0,0
4511517,1791,1832,41,"F","StMarys",1832,0,0
4511516,1746,1832,86,"F","StMarys",1832,0,0
4511514,1831,1831,0,"M","StMarys",1831,0,0
4511513,1830,1831,1,"F","StMarys",1831,0,0
4511512,1807,1831,24,"M","StMarys",1831,0,0
4511511,1824,1831,7,"M","StMarys",1831,0,0
4511508,1753,1831,78,"F","StMarys",1831,0,0
4511506,1804,1831,27,"M","StMarys",1831,0,0
4511505,1813,1831,18,"F","StMarys",1831,0,0
4511504,1812,1831,19,"F","StMarys",1831,0,0
4511503,1761,1831,70,"M","StMarys",1831,0,0
4511502,1787,1831,44,"M","StMarys",1831,0,0
4511501,1831,1831,0,"M","StMarys",1831,0,0
4511500,1748,1831,83,"M","StMarys",1831,0,0
4511499,1758,1831,73,"M","StMarys",1831,0,0
4511498,1763,1830,67,"F","StMarys",1830,0,0
4511497,1802,1830,28,"F","StMarys",1830,0,0
4511494,1824,1830,6,"M","StMarys",1830,0,0
4511490,1781,1830,49,"M","StMarys",1830,0,0
4511489,1813,1830,17,"F","StMarys",1830,0,0
4511485,1745,1829,84,"F","StMarys",1829,0,0
4511483,1788,1829,41,"F","StMarys",1829,0,0
4511482,1799,1829,30,"M","StMarys",1829,0,0
4511481,1763,1829,66,"F","StMarys",1829,0,0
4511478,1797,1829,32,"F","StMarys",1829,0,0
4511477,1751,1829,78,"F","StMarys",1829,0,0
4511475,1811,1829,18,"F","StMarys",1829,0,0
4511474,1814,1829,15,NA,"StMarys",1829,0,0
4511472,1751,1829,78,"M","StMarys",1829,0,0
4511473,1829,1829,0,"F",NA,1829,0,0
4511471,1814,1829,15,"F","StMarys",1829,0,0
4511470,1760,1829,69,"M","StMarys",1829,0,0
4511469,1753,1828,75,"M","StMarys",1828,0,0
4511467,1751,1828,77,"M",NA,1828,0,0
4511465,1756,1828,72,"M","StMarys",1828,0,0
4511463,1814,1828,14,"F","StMarys",1828,0,0
4511459,1816,1828,12,"M","StMarys",1828,0,0
4511458,1777,1828,51,"F","StMarys",1828,0,0
4511457,1790,1828,38,"M","StMarys",1828,0,0
4511455,1827,1827,0,"M","StMarys",1827,0,0
4511449,1764,1827,63,"M",NA,1827,0,0
4511448,1779,1827,48,"F","StMarys",1827,0,0
4511447,1745,1827,82,"F","StMarys",1827,0,0
4511445,1795,1827,32,"M","StMarys",1827,0,0
4511441,1800,1827,27,"M","StMarys",1827,0,0
4511440,1741,1827,86,"M","StMarys",1827,0,0
4511439,1731,1827,96,"F","StMarys",1827,0,0
4511436,1820,1826,6,"F","StMarys",1826,0,0
4511435,1763,1826,63,"F","StMarys",1826,0,0
4511433,1748,1826,78,"F","StMarys",1826,0,0
4511430,1741,1826,85,"F","StMarys",1826,0,0
4511427,1760,1826,66,"F","StMarys",1826,0,0
4511417,1811,1825,14,"F","StMarys",1825,0,0
4511415,1813,1825,12,"M","StMarys",1825,0,0
4511413,1797,1825,28,"M","StMarys",1825,0,0
4511412,1780,1825,45,"F","StMarys",1825,0,0
4511411,1795,1825,30,"F",NA,1825,0,0
4511410,1735,1825,90,"F","StMarys",1825,0,0
4511409,1747,1825,78,"F","StMarys",1825,0,0
4511407,1797,1825,28,"M","StMarys",1825,0,0
4511404,1752,1824,72,"F","StMarys",1824,0,0
4511403,1786,1824,38,"M","StMarys",1824,0,0
4511402,1760,1824,64,"F","StMarys",1824,0,0
4511398,1776,1824,48,"F","StMarys",1824,0,0
4511397,1798,1824,26,"F","StMarys",1824,0,0
4511395,1750,1824,74,"F","StMarys",1824,0,0
4511389,1791,1824,33,"F","StMarys",1824,0,0
4511390,1802,1824,22,NA,"StMarys",1824,0,0
4511388,1784,1824,40,"F","StMarys",1824,0,0
4511385,1796,1824,28,"M","StMarys",1824,0,0
4511384,1778,1824,46,"M","StMarys",1824,0,0
4511383,1801,1823,22,"F","StMarys",1823,0,0
4511377,1805,1823,18,"F","StMarys",1823,0,0
4511376,1748,1823,75,"F","StMarys",1823,0,0
4511374,1795,1823,28,"M","StMarys",1823,0,0
4511373,1805,1823,18,"F","StMarys",1823,0,0
4511371,1735,1823,88,"F","StMarys",1823,0,0
4511368,1794,1822,28,"M","StMarys",1822,0,0
4511364,1764,1822,58,"F","StMarys",1822,0,0
4511361,1800,1822,22,"F","StMarys",1822,0,0
4511360,1751,1822,71,"M","StMarys",1822,0,0
4511358,1797,1822,25,"M","StMarys",1822,0,0
4511351,1772,1821,49,"F","StMarys",1821,0,0
4511346,1818,1821,3,"M","StMarys",1821,0,0
4511343,1798,1820,22,"F","StMarys",1820,0,0
4511341,1750,1820,70,"M","StMarys",1820,0,0
4511340,1796,1820,24,"M","StMarys",1820,0,0
4511338,1752,1820,68,"M","StMarys",1820,0,0
4511337,1747,1820,73,"M","StMarys",1820,0,0
4511336,1811,1820,9,"M","StMarys",1820,0,0
4511334,1755,1819,64,"F","StMarys",1819,0,0
4511335,1759,1820,61,"M","StMarys",1820,0,0
4511333,1807,1819,12,"M","StMarys",1819,0,0
4511332,1794,1819,25,"M",NA,1819,0,0
4511331,1743,1819,76,"F","StMarys",1819,0,0
4511329,1774,1819,45,"M","StMarys",1819,0,0
4511328,1804,1819,15,"F","StMarys",1819,0,0
4511327,1815,1819,4,"M","StMarys",1819,0,0
4511326,1774,1819,45,"M","StMarys",1819,0,0
4511325,1799,1819,20,"F","StMarys",1819,0,0
4511323,1747,1819,72,"M","StMarys",1819,0,0
4514273,1787,1798,11,"M","StMartins",1798,0,0
4514274,1793,1798,5,"M","Sampson",1798,0,0
4514275,1785,1798,13,"F","Bryher",1798,0,0
4514276,1787,1798,11,"M","Bryher",1798,0,0
4514291,1746,1799,53,"F","Tresco",1799,0,0
4514292,1785,1799,14,"F","Tresco",1799,0,0
4514293,1799,1799,0,"F",NA,1799,0,0
4514294,1773,1799,26,"F","Tresco",1799,0,0
4514295,1732,1799,67,"M","Tresco",1799,0,0
4514296,1799,1799,0,"M","Tresco",1799,0,0
4514314,1722,1800,78,"F","Tresco",1800,0,0
4514315,1766,1800,34,"M","Tresco",1800,0,0
4514316,1717,1800,83,"M","Tresco",1800,0,0
4514317,1733,1800,67,"F","Tresco",1800,0,0
4514318,1734,1800,66,"F","Tresco",1800,0,0
4514344,1739,1801,62,"F","StMartins",1801,0,0
4514345,1801,1801,0,"F","StMartins",1801,0,0
4514277,1720,1799,79,"M",NA,1799,0,0
4514280,1799,1799,0,"M",NA,1799,0,0
4514281,1769,1799,30,"F",NA,1799,0,0
4514282,1702,1799,97,"F",NA,1799,0,0
4514283,1764,1799,35,"F",NA,1799,0,0
4514284,1799,1799,0,"F",NA,1799,0,0
4514285,1717,1799,82,"M",NA,1799,0,0
4514286,1742,1799,57,"F",NA,1799,0,0
4514287,1799,1799,0,"M",NA,1799,0,0
4514288,1799,1799,0,"M",NA,1799,0,0
4514289,1724,1799,75,"F",NA,1799,0,0
4514290,1799,1799,0,"M",NA,1799,0,0
4514298,1763,1800,37,"M",NA,1800,0,0
4514299,1800,1800,0,"M",NA,1800,0,0
4514300,1776,1800,24,"M",NA,1800,0,0
4514302,1775,1800,25,"F",NA,1800,0,0
4514303,1715,1800,85,"F",NA,1800,0,0
4514304,1800,1800,0,"M",NA,1800,0,0
4514306,1766,1800,34,"F",NA,1800,0,0
4514307,1726,1800,74,"M",NA,1800,0,0
4514309,1727,1800,73,"F",NA,1800,0,0
4514312,1722,1800,78,"M",NA,1800,0,0
4514319,1778,1801,23,"M",NA,1801,0,0
4514322,1745,1801,56,"F",NA,1801,0,0
4514323,1751,1801,50,"M",NA,1801,0,0
4514324,1801,1801,0,"F",NA,1801,0,0
4514325,1771,1801,30,"M",NA,1801,0,0
4514326,1801,1801,0,"M",NA,1801,0,0
4514327,1771,1801,30,"F",NA,1801,0,0
4514328,1801,1801,0,"M",NA,1801,0,0
4514329,1801,1801,0,"M",NA,1801,0,0
4514330,1801,1801,0,"F",NA,1801,0,0
4514337,1753,1801,48,"M",NA,1801,0,0
4514349,1802,1802,0,"M",NA,1802,0,0
4514355,1714,1802,88,"M",NA,1802,0,0
4514358,1780,1802,22,"F",NA,1802,0,0
4514368,1751,1802,51,"M","StMartins",1802,0,0
4514369,1799,1802,3,"F","Sampson",1802,0,0
4514371,1772,1803,31,NA,NA,1803,0,0
4514372,1733,1803,70,"F",NA,1803,0,0
4514373,1803,1803,0,"F",NA,1803,0,0
4514374,1783,1803,20,"M",NA,1803,0,0
4514375,1776,1803,27,"M",NA,1803,0,0
4514376,1731,1803,72,"M",NA,1803,0,0
4514377,1803,1803,0,"M",NA,1803,0,0
4514379,1803,1803,0,"F",NA,1803,0,0
4514384,1730,1803,73,"M",NA,1803,0,0
4514390,1804,1804,0,"F","StMarys",1804,0,0
4514391,1722,1804,82,"F","StMarys",1804,0,0
4514392,1804,1804,0,"M","StMarys",1804,0,0
4514394,1804,1804,0,"F","StMarys",1804,0,0
4514395,1804,1804,0,"M","StMarys",1804,0,0
4514396,1783,1804,21,"M","StMarys",1804,0,0
4514397,1804,1804,0,"M","StMarys",1804,0,0
4514398,1804,1804,0,"M","StMarys",1804,0,0
4514399,1791,1804,13,"M","StMarys",1804,0,0
4514400,1798,1804,6,"F","StMarys",1804,0,0
4514402,1804,1804,0,"M","StMarys",1804,0,0
4514403,1767,1804,37,"F","StMarys",1804,0,0
4514404,1759,1804,45,"F","StMarys",1804,0,0
4514413,1791,1805,14,"F","StMarys",1805,0,0
4514415,1781,1805,24,"M","StMarys",1805,0,0
4514416,1755,1805,50,"F","StMarys",1805,0,0
4514417,1720,1805,85,"F","StMarys",1805,0,0
4514419,1731,1805,74,"M","StMarys",1805,0,0
4514420,1805,1805,0,"F","StMarys",1805,0,0
4514421,1721,1805,84,"F","StMarys",1805,0,0
4514423,1805,1805,0,"M","StMarys",1805,0,0
4514424,1740,1805,65,"F","StMarys",1805,0,0
4514427,1761,1805,44,"M","StMartins",1805,0,0
4514428,1805,1805,0,"M","StMartins",1805,0,0
4514429,1780,1805,25,NA,"Tresco",1805,0,0
4514430,1769,1805,36,"M","StMartins",1805,0,0
4514431,1752,1805,53,"M",NA,1805,0,0
4514433,1736,1806,70,"F","StMarys",1806,0,0
4514434,1762,1806,44,"M","StMarys",1806,0,0
4514435,1738,1806,68,"M","StMarys",1806,0,0
4514437,1759,1806,47,"F","StMarys",1806,0,0
4514438,1806,1806,0,"M","StMarys",1806,0,0
4514439,1720,1806,86,"M","StMarys",1806,0,0
4514440,1806,1806,0,"F","StMarys",1806,0,0
4514441,1790,1806,16,"M","StMarys",1806,0,0
4514443,1784,1806,22,"F","Tresco",1806,0,0
4514446,1806,1806,0,"F",NA,1806,0,0
4514447,1728,1806,78,"F",NA,1806,0,0
4514448,1763,1806,43,"F",NA,1806,0,0
4514449,1756,1807,51,"F","StMarys",1807,0,0
4514455,1802,1807,5,"F","StMarys",1807,0,0
4514456,1767,1807,40,"F","StMarys",1807,0,0
4514461,1807,1807,0,"F","StMarys",1807,0,0
4514465,1784,1808,24,"F",NA,1808,0,0
4514467,1740,1808,68,"M",NA,1808,0,0
4514468,1770,1808,38,"M",NA,1808,0,0
4514469,1756,1808,52,"M",NA,1808,0,0
4514470,1730,1808,78,"M",NA,1808,0,0
4514473,1762,1808,46,"M",NA,1808,0,0
4514477,1809,1809,0,"F",NA,1809,0,0
4514478,1809,1809,0,"M",NA,1809,0,0
4514480,1789,1809,20,"M",NA,1809,0,0
4514481,1765,1809,44,"F",NA,1809,0,0
4514483,1809,1809,0,"M",NA,1809,0,0
4514485,1801,1809,8,"F",NA,1809,0,0
4514486,1742,1809,67,"M",NA,1809,0,0
4514487,1788,1809,21,"F",NA,1809,0,0
4514488,1783,1809,26,"F",NA,1809,0,0
4514489,1745,1809,64,"F",NA,1809,0,0
4514492,1734,1809,75,"F",NA,1809,0,0
4514498,1778,1810,32,"F",NA,1810,0,0
4514499,1752,1810,58,"M",NA,1810,0,0
4514500,1798,1810,12,"F",NA,1810,0,0
4514501,1789,1810,21,"M",NA,1810,0,0
4514502,1767,1810,43,"F",NA,1810,0,0
4514504,1755,1810,55,"F",NA,1810,0,0
4514505,1800,1810,10,"M",NA,1810,0,0
4514506,1766,1810,44,"M",NA,1810,0,0
4514508,1810,1810,0,"M","Tresco",1810,0,0
4514509,1758,1810,52,"M","StMartins",1810,0,0
4514510,1802,1810,8,"M","Sampson",1810,0,0
4514512,1810,1810,0,"M",NA,1810,0,0
4514513,1791,1810,19,"F","Sampson",1810,0,0
4514514,1767,1810,43,"M","Sampson",1810,0,0
4514516,1782,1810,28,"F","Tresco",1810,0,0
4514517,1732,1810,78,NA,"Sampson",1810,0,0
4514518,1794,1811,17,"M",NA,1811,0,0
4514519,1811,1811,0,"F",NA,1811,0,0
4514520,1806,1811,5,"F",NA,1811,0,0
4514521,1809,1811,2,"M",NA,1811,0,0
4514522,1811,1811,0,"M",NA,1811,0,0
4514523,1774,1811,37,"F",NA,1811,0,0
4514524,1806,1811,5,"F",NA,1811,0,0
4514525,1806,1811,5,"F",NA,1811,0,0
4514527,1808,1811,3,"F",NA,1811,0,0
4514528,1805,1811,6,"M",NA,1811,0,0
4514529,1808,1811,3,"F",NA,1811,0,0
4514530,1756,1811,55,"M",NA,1811,0,0
4514531,1804,1811,7,"F",NA,1811,0,0
4514532,1808,1811,3,"M",NA,1811,0,0
4514533,1807,1811,4,"F",NA,1811,0,0
4514534,1809,1811,2,"F",NA,1811,0,0
4514535,1808,1811,3,"M",NA,1811,0,0
4514536,1809,1811,2,"F",NA,1811,0,0
4514537,1810,1811,1,"F",NA,1811,0,0
4514538,1741,1811,70,"M",NA,1811,0,0
4514539,1811,1811,0,"F",NA,1811,0,0
4514540,1761,1811,50,"F",NA,1811,0,0
4514541,1811,1811,0,"M",NA,1811,0,0
4514543,1810,1811,1,"F",NA,1811,0,0
4514544,1731,1811,80,"M",NA,1811,0,0
4514545,1771,1811,40,"M",NA,1811,0,0
4514547,1801,1811,10,"F",NA,1811,0,0
4514548,1724,1811,87,"M",NA,1811,0,0
4514549,1747,1811,64,"F","Bryher",1811,0,0
4514550,1811,1811,0,"M",NA,1811,0,0
4514552,1788,1812,24,"F","Tresco",1812,0,0
4514553,1722,1812,90,"M","Bryher",1812,0,0
4514554,1776,1812,36,"F","Tresco",1812,0,0
4514555,1739,1812,73,"M","Tresco",1812,0,0
4514556,1738,1812,74,"M",NA,1812,0,0
4514557,1812,1812,0,"M",NA,1812,0,0
4514558,1812,1812,0,"M",NA,1812,0,0
4514559,1812,1812,0,"F",NA,1812,0,0
4514560,1770,1812,42,"M",NA,1812,0,0
4514561,1760,1812,52,"M",NA,1812,0,0
4514562,1812,1812,0,"F",NA,1812,0,0
4514563,1730,1812,82,"M",NA,1812,0,0
4514564,1732,1812,80,"M",NA,1812,0,0
4514567,1789,1812,23,"F",NA,1812,0,0
4514568,1776,1812,36,"F",NA,1812,0,0
4514569,1812,1812,0,"M",NA,1812,0,0
4514570,1812,1812,0,"F",NA,1812,0,0
4514571,1727,1812,85,"M",NA,1812,0,0
4514572,1762,1812,50,"M",NA,1812,0,0
4514573,1730,1812,82,"F",NA,1812,0,0
4514574,1727,1813,86,"F",NA,1813,0,0
4514575,1746,1813,67,"M",NA,1813,0,0
4514576,1784,1813,29,"M",NA,1813,0,0
4514577,1725,1813,88,"F",NA,1813,0,0
4514578,1808,1813,5,"M",NA,1813,0,0
4514579,1771,1813,42,"M",NA,1813,0,0
4514580,1740,1813,73,"F",NA,1813,0,0
4514581,1813,1813,0,"F",NA,1813,0,0
4514582,1813,1813,0,"F",NA,1813,0,0
4514583,1812,1813,1,"M",NA,1813,0,0
4514584,1813,1813,0,"F",NA,1813,0,0
4514585,1723,1813,90,"M",NA,1813,0,0
4514586,1739,1813,74,"F",NA,1813,0,0
4514587,1724,1813,89,"M",NA,1813,0,0
4514588,1748,1813,65,"F",NA,1813,0,0
4514589,1813,1813,0,"M",NA,1813,0,0
4514590,1812,1813,1,"M",NA,1813,0,0
4514591,1736,1813,77,"F",NA,1813,0,0
4514592,1797,1813,16,"M",NA,1813,0,0
4514593,1735,1813,78,"F",NA,1813,0,0
4514595,1755,1813,58,"M",NA,1813,0,0
4514596,1738,1813,75,"M",NA,1813,0,0
4514597,1727,1813,86,"F",NA,1813,0,0
4514599,1788,1813,25,"F",NA,1813,0,0
4514600,1813,1813,0,"M","Tresco",1813,0,0
4514601,1724,1813,89,"F",NA,1813,0,0
4514602,1723,1813,90,"F",NA,1813,0,0
4514604,1814,1814,0,"F",NA,1814,0,0
4514605,1765,1814,49,"M",NA,1814,0,0
4514606,1790,1814,24,"M",NA,1814,0,0
4514607,1778,1814,36,"F",NA,1814,0,0
4514608,1740,1814,74,"M",NA,1814,0,0
4514609,1781,1814,33,"F",NA,1814,0,0
4514610,1814,1814,0,"M",NA,1814,0,0
4514611,1814,1814,0,"F",NA,1814,0,0
4514612,1814,1814,0,"F",NA,1814,0,0
4514613,1739,1814,75,"F",NA,1814,0,0
4514614,1814,1814,0,"F",NA,1814,0,0
4514615,1782,1814,32,"M",NA,1814,0,0
4514616,1730,1815,85,"M",NA,1815,0,0
4514622,1815,1815,0,"F",NA,1815,0,0
4514623,1738,1815,77,"M",NA,1815,0,0
4514624,1811,1816,5,"M",NA,1816,0,0
4514625,1797,1816,19,"M",NA,1816,0,0
4514626,1783,1816,33,"M",NA,1816,0,0
4514628,1805,1816,11,"M",NA,1816,0,0
4514629,1734,1816,82,"F",NA,1816,0,0
4514630,1722,1816,94,"M",NA,1816,0,0
4514631,1784,1816,32,"F",NA,1816,0,0
4514632,1754,1817,63,"M",NA,1817,0,0
4514633,1805,1817,12,"M",NA,1817,0,0
4514634,1754,1818,64,"F",NA,1818,0,0
4514635,1778,1818,40,"M",NA,1818,0,0
4514637,1738,1818,80,"F",NA,1818,0,0
4514640,1806,1818,12,"F",NA,1818,0,0
4514645,1790,1818,28,"M",NA,1818,0,0
4514646,1796,1818,22,"M",NA,1818,0,0
4514647,1808,1818,10,"M",NA,1818,0,0
4514648,1788,1818,30,"M","Tresco",1818,0,0
4514649,1779,1819,40,"M","Tresco",1819,0,0
4514650,1734,1819,85,"F","Tresco",1819,0,0
4514651,1815,1819,4,"M","Tresco",1819,0,0
4514652,1819,1819,0,"F","Tresco",1819,0,0
4514653,1797,1819,22,"F","Bryher",1819,0,0
4514655,1803,1819,16,"M","Tresco",1819,0,0
4514656,1789,1819,30,"M","Tresco",1819,0,0
4514657,1744,1819,75,"F","Tresco",1819,0,0
4514658,1800,1819,19,"F","Tresco",1819,0,0
4514659,1749,1819,70,"M","Tresco",1819,0,0
4514660,1810,1819,9,"F","Bryher",1819,0,0
4514661,1755,1820,65,"F","Tresco",1820,0,0
4514662,1760,1820,60,"M","Tresco",1820,0,0
4514663,1767,1820,53,"M","Bryher",1820,0,0
4514664,1736,1820,84,"F","Tresco",1820,0,0
4514665,1733,1820,87,"F","Tresco",1820,0,0
4514666,1779,1821,42,"M","Tresco",1821,0,0
4514667,1821,1821,0,"M","Tresco",1821,0,0
4514668,1775,1821,46,"M","Tresco",1821,0,0
4514669,1772,1822,50,"M","Tresco",1822,0,0
4514670,1822,1822,0,"F","Bryher",1822,0,0
4514674,1801,1823,22,"F","Tresco",1823,0,0
4514675,1754,1823,69,"M","Tresco",1823,0,0
4514676,1800,1824,24,"M","Tresco",1824,0,0
4514677,1774,1824,50,"F","Tresco",1824,0,0
4514678,1802,1824,22,"F","Tresco",1824,0,0
4514679,1742,1824,82,"M","Tresco",1824,0,0
4514680,1760,1824,64,"F","Tresco",1824,0,0
4514682,1824,1824,0,"M","Tresco",1824,0,0
4514683,1824,1824,0,"M","Tresco",1824,0,0
4514684,1797,1824,27,"M","Tresco",1824,0,0
4514685,1773,1824,51,"F","Tresco",1824,0,0
4514686,1743,1824,81,"F","Tresco",1824,0,0
4514687,1735,1825,90,"M","Tresco",1825,0,0
4514688,1765,1825,60,"M","Tresco",1825,0,0
4514691,1767,1825,58,"F","Tresco",1825,0,0
4514692,1738,1825,87,"F","Bryher",1825,0,0
4514699,1797,1827,30,"M","Tresco",1827,0,0
4514700,1827,1827,0,"M","Tresco",1827,0,0
4514701,1763,1827,64,"M","Tresco",1827,0,0
4514702,1755,1827,72,"F","Tresco",1827,0,0
4514703,1761,1827,66,"F","Tresco",1827,0,0
4514704,1773,1828,55,"F","Tresco",1828,0,0
4514705,1804,1828,24,"F","Tresco",1828,0,0
4514706,1763,1828,65,"F","Tresco",1828,0,0
4514707,1740,1829,89,"F","Tresco",1829,0,0
4514708,1791,1829,38,"F","Tresco",1829,0,0
4514709,1778,1829,51,"M","Tresco",1829,0,0
4514710,1744,1829,85,"F","Tresco",1829,0,0
4514711,1768,1829,61,"M","Bryher",1829,0,0
4514712,1761,1829,68,"M","Tresco",1829,0,0
4514713,1743,1829,86,"F","Tresco",1829,0,0
4514714,1829,1829,0,"M","Tresco",1829,0,0
4514715,1780,1830,50,"M","Tresco",1830,0,0
4514716,1752,1830,78,"M","Bryher",1830,0,0
4514717,1789,1830,41,"F","Tresco",1830,0,0
4514718,1740,1830,90,"F","Tresco",1830,0,0
4514719,1830,1830,0,"M","Tresco",1830,0,0
4514720,1830,1830,0,"M","Tresco",1830,0,0
4514721,1764,1830,66,"F","Tresco",1830,0,0
4514723,1776,1830,54,"M",NA,1830,0,0
4514724,1776,1830,54,"F",NA,1830,0,0
4514725,1784,1830,46,"M",NA,1830,0,0
4514726,1795,1830,35,"M",NA,1830,0,0
4514727,1791,1830,39,"F","Tresco",1830,0,0
4514729,1810,1830,20,"M","Tresco",1830,0,0
4514730,1759,1830,71,"M","Tresco",1830,0,0
4514731,1743,1831,88,"M","Tresco",1831,0,0
4514732,1794,1831,37,"F","Tresco",1831,0,0
4514733,1753,1831,78,"F","Tresco",1831,0,0
4514734,1746,1831,85,"M","Tresco",1831,0,0
4514735,1792,1832,40,"M","Tresco",1832,0,0
4514736,1771,1832,61,"F","Tresco",1832,0,0
4514737,1748,1832,84,"M","Tresco",1832,0,0
4514738,1792,1832,40,"F","Tresco",1832,0,0
4514739,1766,1833,67,"M","Tresco",1833,0,0
4514740,1766,1833,67,"M","Tresco",1833,0,0
4514741,1771,1833,62,"M","Tresco",1833,0,0
4514743,1782,1833,51,"M","Tresco",1833,0,0
4514744,1759,1833,74,"F","Tresco",1833,0,0
4514745,1764,1833,69,"M","Tresco",1833,0,0
4514746,1802,1833,31,"F","Tresco",1833,0,0
164,1852,1930,78,"M","StMarys",1930,1,97
251,1837,1902,65,"M","StMarys",1902,1,69
255,1838,1899,61,"F","StMarys",1899,1,66
297,1867,1938,71,"F","StMarys",1938,1,105
516,1862,1883,21,"F","StMarys",1883,1,50
589,1876,1955,79,"M","Tresco",1955,1,122
739,1852,1866,14,"M","Tresco",1866,1,33
1177,1876,1949,73,"M","StMarys",1949,1,116
1885,1772,1845,73,"F","StMarys",1845,1,12
2350,1834,1894,60,"M","StMarys",1894,1,61
2408,1877,1900,23,"F","StMarys",1900,1,67
2419,1836,1921,85,"F","StMarys",1921,1,88
2423,1862,1878,16,"F","StMarys",1878,1,45
2436,1853,1877,24,"M","StMarys",1877,1,44
2689,1837,1866,29,"F","StMarys",1866,1,33
2692,1836,1871,35,"M","StMarys",1871,1,38
2693,1804,1887,83,"M","StMarys",1887,1,54
2753,1790,1859,69,"F","StMarys",1859,1,26
2907,1771,1862,91,"M","StMarys",1862,1,29
2911,1771,1835,64,"F","StMarys",1835,1,2
2949,1829,1891,62,"F","StMarys",1891,1,58
3022,1821,1847,26,"F","StMarys",1847,1,14
3039,1830,1901,71,"F","StMarys",1901,1,68
3044,1827,1886,59,"M","StMarys",1886,1,53
3171,1871,1888,17,"F","StMarys",1888,1,55
3188,1763,1835,72,"M","StMarys",1835,1,2
3245,1857,1932,75,"M","StMarys",1932,1,99
3248,1890,1918,28,"M","StMarys",1918,1,85
3251,1861,1945,84,"F","StMarys",1945,1,112
3289,1876,1959,83,"F","StMarys",1959,1,126
3292,1865,1933,68,"M","StMarys",1933,1,100
3373,1784,1865,81,"M","StMarys",1865,1,32
3374,1819,1847,28,"M","StMarys",1847,1,14
3391,1811,1829,18,"F","StMarys",1829,0,0
3415,1863,1942,79,"M","StMarys",1942,1,109
3424,1885,1947,62,"F","StMarys",1947,1,114
3616,1831,1867,36,"M","StMarys",1867,1,34
3713,1825,1863,38,"M","StMarys",1863,1,30
4513842,1837,1894,57,"F","StMarys",1894,1,61
4513838,1823,1890,67,"F","StMarys",1890,1,57
4513823,1816,1886,70,"F","StMarys",1886,1,53
4513822,1804,1886,82,"F","StMarys",1886,1,53
4513796,1798,1885,87,"F","StAgnes",1885,1,52
4513791,1815,1885,70,"F","StMarys",1885,1,52
4513790,1822,1885,63,"F","StMarys",1885,1,52
4513788,1819,1885,66,"M","StMarys",1885,1,52
4513773,1810,1885,75,"F","StMarys",1885,1,52
4513765,1833,1885,52,"F","StMarys",1885,1,52
4513763,1806,1885,79,"F","StMarys",1885,1,52
4513762,1864,1884,20,"F","StAgnes",1884,1,51
4513755,1802,1884,82,"M","StMarys",1884,1,51
4513753,1813,1884,71,"F","StMarys",1884,1,51
4513751,1800,1884,84,"M","StMarys",1884,1,51
4513737,1807,1884,77,"M","StMarys",1884,1,51
4513729,1811,1883,72,"F","Tresco",1883,1,50
4513725,1862,1883,21,"M","Tresco",1883,1,50
4513721,1797,1883,86,"M","Tresco",1883,1,50
4513702,1836,1883,47,"M","StMarys",1883,1,50
4513684,1812,1882,70,"F","StMarys",1882,1,49
4513682,1816,1882,66,"F","StMarys",1882,1,49
4513675,1809,1882,73,"F","Tresco",1882,1,49
4513673,1802,1882,80,"F","Tresco",1882,1,49
4513671,1806,1882,76,"F","StMarys",1882,1,49
4513666,1808,1882,74,"M","StMarys",1882,1,49
4513664,1824,1882,58,"M","StAgnes",1882,1,49
4513661,1815,1882,67,"M","StMarys",1882,1,49
4513660,1826,1882,56,"F","StMarys",1882,1,49
4513659,1796,1882,86,"M","StAgnes",1882,1,49
4513646,1858,1881,23,"F","StMarys",1881,1,48
4513634,1810,1881,71,"F","Tresco",1881,1,48
4513628,1804,1881,77,"F","StMarys",1881,1,48
4513626,1864,1881,17,"F","StAgnes",1881,1,48
4513615,1803,1881,78,"M","Tresco",1881,1,48
4513614,1810,1881,71,"M","Tresco",1881,1,48
4513608,1806,1881,75,"M","StMarys",1881,1,48
4513599,1816,1881,65,"F","Tresco",1881,1,48
4513595,1795,1881,86,"M","StMartins",1881,1,48
4513586,1814,1880,66,"M","StMarys",1880,1,47
4513585,1876,1880,4,"F","StMarys",1880,1,47
4513561,1801,1880,79,"F","StMarys",1880,1,47
4513557,1805,1880,75,"F","StMarys",1880,1,47
4513554,1815,1880,65,"F","StAgnes",1880,1,47
4513546,1810,1879,69,"M","Tresco",1879,1,46
4513542,1806,1879,73,"F",NA,1879,1,46
4513535,1808,1879,71,"F","StMarys",1879,1,46
4513530,1822,1879,57,"F","StMarys",1879,1,46
4513529,1806,1879,73,"M","Bryher",1879,1,46
